dataset,model,seed,attack_type,epsilon,pgd_steps,pgd_alpha,cw_c,cw_steps,clean_acc,adv_acc,attack_success_rate,attack_sec,checkpoint
atrnet_star,resnet50,1,pgd,0.1,20,0.01,,,0.977598688703729,0.022845239721349542,0.9771547602786504,587.6213114261627,/springbrook/share/soc/pouhjm/mstar/checkpoints/atrnet_star/resnet50/seed_1/best_model.pth
