dataset,model,seed,attack_type,epsilon,pgd_steps,pgd_alpha,cw_c,cw_steps,clean_acc,adv_acc,attack_success_rate,attack_sec,checkpoint
atrnet_star,resnet50,1,cw,0.0,,,1.0,50,0.977598688703729,0.9765742384920093,0.023425761507990694,324.08721470832825,/springbrook/share/soc/pouhjm/mstar/checkpoints/atrnet_star/resnet50/seed_1/best_model.pth
