dataset,model,seed,attack_type,epsilon,pgd_steps,pgd_alpha,cw_c,cw_steps,clean_acc,adv_acc,attack_success_rate,attack_sec,checkpoint
atrnet_star,efficientnet_b3,4,pgd,0.05,20,0.01,,,0.9887310476710832,0.12843190820926104,0.8715680917907389,693.2699420452118,/springbrook/share/soc/pouhjm/mstar/checkpoints/atrnet_star/efficientnet_b3/seed_4/best_model.pth
